counter,conv0,it0,conv1,it1,relation,isEffective,density_x,rows,cols,nonzeros,posdef,psym,nsym,density_y,avg_nnz,max_nnz,std_nnz,avg_row_block_count,std_row_block_count,min_row_block_count,max_row_block_count,avg_row_block_size,std_row_block_size,min_row_block_size,max_row_block_size,block_count
2710,0,450,1,198,2.27272727272727,1,0.0056107623405797,421,421,1411,False,0.012121212121212121,0.0,0.007960911978605401,3.351543942992874,8,1.495814823695217,3.330166270783848,1.4711048156164122,1,8,1.0064194008559202,0.07986358462134746,1,2,1402
6996,1,34,1,61,0.557377049180328,0,0.0069286233248652,198,198,466,False,0.007462686567164179,0.0,0.011886542189572493,2.3535353535353534,6,1.112946143098127,2.3282828282828283,1.1047683978723575,1,6,1.0108459869848156,0.10357775606345616,1,2,461
6758,0,750,1,488,1.53688524590164,1,0.0028389180816339,747,747,2327,False,0.0037974683544303796,0.0,0.004170183635030976,3.1151271753681393,9,1.3894318385201054,3.0977242302543506,1.3815896646960544,1,9,1.0056179775280898,0.07474232975084308,1,2,2314
2293,1,25,1,60,0.416666666666667,0,0.0082064326784995,148,148,326,False,0.011235955056179775,0.0,0.014883126369612856,2.2027027027027026,6,0.9929444301389918,2.1824324324324325,0.9934730383191362,1,6,1.0092879256965945,0.09592528411659237,1,2,323
2604,0,750,1,549,1.36612021857923,1,0.0030462687571465,722,722,2303,False,0.005060088551549652,0.0,0.004417937247258692,3.1897506925207755,10,1.497460525853166,3.1800554016620497,1.4917096838407176,1,10,1.0030487804878048,0.05513152841471075,1,2,2296
9134,1,177,1,79,2.24050632911392,1,0.0078132430891278,252,252,741,False,0.012269938650306749,0.0,0.011668556311413454,2.9404761904761907,7,1.3423905808874437,2.9126984126984126,1.3063935651787089,1,7,1.0095367847411445,0.09718968298099079,1,2,734
3552,1,180,1,80,2.25,1,0.0019408245423822,745,745,1817,False,0.0018656716417910447,0.0,0.003273726408720328,2.438926174496644,8,1.2571786570562868,2.425503355704698,1.2532456848651163,1,8,1.0055340343110126,0.07418496326923174,1,2,1807
6821,0,300,1,91,3.2967032967033,1,0.0093085796926576,251,251,835,False,0.00684931506849315,0.0,0.013253757876859097,3.3266932270916336,10,1.542506827299278,3.2908366533864544,1.525048394899001,1,10,1.0108958837772397,0.10381311812074903,1,2,826
1655,1,94,1,74,1.27027027027027,0,0.0022262354339061,659,659,1621,False,0.002079002079002079,0.0,0.0037326063078974214,2.4597875569044008,9,1.252423671727034,2.456752655538695,1.2474662944609625,1,9,1.0012353304508956,0.0351255520892228,1,2,1619
990,1,6,1,52,0.115384615384615,0,0.0003532456662989,930,930,1236,False,0.0,0.0,0.0014290669441553937,1.3290322580645162,4,0.5635106252466486,1.3268817204301075,0.5609400299432543,1,4,1.0016207455429498,0.04022584650240148,1,2,1234
1473,1,5,1,52,0.0961538461538462,0,0.0007891183502947,339,339,430,False,0.0,0.0,0.003741700820563692,1.2684365781710913,3,0.4994754516526616,1.2684365781710913,0.49947545165266166,1,3,1.0,0.0,1,1,430
10433,1,6,1,53,0.113207547169811,0,0.0005310047297389,763,763,1071,False,0.0,0.0,0.0018396719852826241,1.4036697247706422,4,0.6287870584204279,1.401048492791612,0.6283798898627859,1,4,1.0018709073900842,0.04321350593994798,1,2,1069
4579,0,750,1,197,3.80710659898477,1,0.0027022481520047,712,712,2079,False,0.002926115581565472,0.0,0.004101044691326852,2.919943820224719,9,1.4351314378950955,2.9157303370786516,1.432441059156036,1,9,1.0014450867052023,0.037986819156343686,1,2,2076
3468,0,350,1,178,1.96629213483146,1,0.0085712391337578,333,333,1272,False,0.010649627263045794,0.0,0.011470930389849308,3.81981981981982,12,1.780094464872985,3.7837837837837838,1.743656398185213,1,11,1.0095238095238095,0.09712418121129116,1,2,1260
4559,1,5,1,52,0.0961538461538462,0,0.0003272982004832,712,712,878,False,0.0,0.0,0.0017319467238984976,1.2331460674157304,5,0.5018193763989973,1.2331460674157304,0.5018193763989973,1,5,1.0,0.0,1,1,878
6553,1,346,1,81,4.27160493827161,1,0.0015498200758019,905,905,2172,False,0.0031570639305445935,0.0,0.0026519337016574587,2.4,7,1.177693222349034,2.3988950276243095,1.1775988750537094,1,7,1.0004606172270842,0.021457051494891046,1,2,2171
2104,1,6,1,53,0.113207547169811,0,0.0008712890619049,356,356,466,False,0.0,0.0,0.0036769347304633254,1.3089887640449438,3,0.5456962256239914,1.3061797752808988,0.5395233135677231,1,3,1.0021505376344086,0.046323998340941974,1,2,465
7050,0,450,1,94,4.78723404255319,1,0.0045154395522252,438,438,1296,False,0.002331002331002331,0.0,0.006755488834678176,2.958904109589041,9,1.3990050884040315,2.9452054794520546,1.3936294485873837,1,9,1.0046511627906978,0.06804064575966416,1,2,1290
3050,1,3,1,51,0.0588235294117647,0,0.0004693789567381,203,203,222,False,0.0,0.0,0.005387172704991628,1.0935960591133005,3,0.30771424013283577,1.0935960591133005,0.3077142401328357,1,3,1.0,0.0,1,1,222
7165,1,145,1,83,1.74698795180723,1,0.0016252080665325,919,919,2290,False,0.0029175784099197666,0.0,0.002711467851345255,2.4918389553862896,7,1.265465284147013,2.485310119695321,1.2610994420063872,1,7,1.0026269702276707,0.05118661206891587,1,2,2284
9010,1,46,1,66,0.696969696969697,0,0.0045154395522252,300,300,702,False,0.014925373134328358,0.0,0.0078,2.34,6,1.1680753400359072,2.3266666666666667,1.1575644930437161,1,6,1.005730659025788,0.07548389611644407,1,2,698
8949,1,190,1,74,2.56756756756757,1,0.0037827981626618,414,414,1058,False,0.006211180124223602,0.0,0.006172839506172839,2.5555555555555554,7,1.2551557655151215,2.5386473429951693,1.2480725647336244,1,7,1.0066603235014273,0.08133857382745008,1,2,1051
10273,0,250,1,84,2.97619047619048,1,0.0091318527753229,234,234,729,False,0.00808080808080808,0.0,0.013313609467455622,3.1153846153846154,8,1.40494337171006,3.0641025641025643,1.3556442022727861,1,8,1.0167364016736402,0.13872885356550302,1,3,717
6801,0,300,1,91,3.2967032967033,1,0.009620297648124,251,251,854,False,0.003316749585406302,0.0,0.013555340391422359,3.402390438247012,9,1.582220142908598,3.350597609561753,1.5475818566467412,1,9,1.0154577883472058,0.12336468346580678,1,2,841
10334,1,13,1,54,0.240740740740741,0,0.0014870833593234,415,415,671,False,0.0,0.0,0.0038960661924807662,1.616867469879518,4,0.7824612507605673,1.6144578313253013,0.7828173601205713,1,4,1.001492537313433,0.03860452882500765,1,2,670
5003,0,400,1,147,2.72108843537415,1,0.0062254130394174,398,398,1380,False,0.014256619144602852,0.0,0.008711901214615793,3.4673366834170856,10,1.640470713858125,3.4396984924623117,1.6134272985748916,1,9,1.008035062089116,0.09711549951567716,1,3,1369
3432,1,4,1,52,0.0769230769230769,0,0.0007746218167741,333,333,419,False,0.0,0.0,0.003778553328102878,1.2582582582582582,3,0.5016183712342772,1.2582582582582582,0.5016183712342772,1,3,1.0,0.0,1,1,419
10157,1,4,1,52,0.0769230769230769,0,0.0004168048759184,456,456,543,False,0.0,0.0,0.0026113804247460755,1.1907894736842106,4,0.4597895108363843,1.1864035087719298,0.456809352519289,1,4,1.0036968576709797,0.060689298186255104,1,2,541
8996,1,13,1,54,0.240740740740741,0,0.002689966513056,300,300,542,False,0.008264462809917356,0.0,0.006022222222222222,1.8066666666666666,6,0.8617553145889046,1.7966666666666666,0.8496992932143046,1,6,1.0055658627087198,0.07439680020691436,1,2,539
5296,0,700,1,87,8.04597701149425,1,0.0021676401305446,683,683,1694,False,0.0,0.0,0.0036313825192019534,2.480234260614934,7,1.2247348071143385,2.4714494875549047,1.2125462150298407,1,7,1.0035545023696681,0.059513594098930624,1,2,1688
5025,1,26,1,61,0.426229508196721,0,0.0032941073483395,398,398,919,False,0.003838771593090211,0.0,0.005801621171182546,2.309045226130653,6,1.0644877943340898,2.291457286432161,1.0588119761975543,1,6,1.0076754385964912,0.08727271187973204,1,2,912
8022,1,35,1,65,0.538461538461538,0,0.0036840187756266,349,349,796,False,0.0,0.0,0.00653525012109917,2.28080229226361,7,1.1002492233406913,2.2664756446991405,1.0841628424231575,1,7,1.0063211125158027,0.07925374472140319,1,2,791
545,1,5,1,52,0.0961538461538462,0,0.0004107717335469,549,549,673,False,0.0,0.0,0.0022329056638829997,1.2258652094717668,3,0.44351780135560454,1.2258652094717668,0.4435178013556045,1,3,1.0,0.0,1,1,673
8302,0,600,1,226,2.65486725663717,1,0.0036840187756266,585,585,1841,False,0.0,0.0,0.0053795017897582,3.147008547008547,9,1.4857484027136845,3.128205128205128,1.475373118321023,1,9,1.0060109289617487,0.07729681555384703,1,2,1830
6845,1,16,1,55,0.290909090909091,0,0.0032941073483395,251,251,458,False,0.0,0.0,0.007269725877367026,1.8247011952191234,5,0.8843185698753927,1.8127490039840637,0.8750622133540242,1,5,1.0065934065934066,0.08093165995394272,1,2,455
2669,1,6,1,52,0.115384615384615,0,0.0004131890217218,421,421,493,False,0.0,0.0,0.002781523462404297,1.171021377672209,4,0.4350620694723788,1.166270783847981,0.4202731979086737,1,4,1.0040733197556009,0.06369244713283866,1,2,491
10436,1,4,1,52,0.0769230769230769,0,0.0001935652667847,763,763,876,False,0.0,0.0,0.0015047177022479727,1.1480996068152032,4,0.4003025468364862,1.1480996068152032,0.4003025468364862,1,4,1.0,0.0,1,1,876
7441,0,250,1,79,3.16455696202532,1,0.0097096087982831,229,229,732,False,0.011928429423459244,0.0,0.013958543887416335,3.1965065502183405,8,1.4837654289712945,3.1703056768558953,1.4692749579962383,1,8,1.0082644628099173,0.09053265413308531,1,2,726
5791,0,850,1,250,3.4,1,0.0022112131124973,840,840,2397,False,0.002569043031470777,0.0,0.003397108843537415,2.8535714285714286,7,1.3304981548788612,2.8452380952380953,1.32372173398526,1,7,1.0029288702928871,0.054039726236302064,1,2,2390
3102,0,500,1,91,5.49450549450549,1,0.0036754525748484,492,492,1380,False,0.0022522522522522522,0.0,0.00570097164386278,2.8048780487804876,8,1.296703365953155,2.8028455284552845,1.2971795672909276,1,8,1.0007251631617113,0.02691908802504799,1,2,1379
4761,1,6,1,53,0.113207547169811,0,0.0004102849507088,798,798,1059,False,0.0,0.0,0.0016629920666327474,1.3270676691729324,6,0.5834339387063602,1.3245614035087718,0.5783679792420795,1,6,1.0018921475875118,0.043457650247325834,1,2,1057
8978,1,10,1,54,0.185185185185185,0,0.0020344931760472,300,300,483,False,0.0,0.0,0.005366666666666666,1.61,5,0.7860661549767933,1.6066666666666667,0.7865254110467267,1,5,1.0020746887966805,0.045501477592243385,1,2,482
9984,1,130,1,75,1.73333333333333,1,0.0014870833593234,989,989,2442,False,0.0,0.0,0.002496623628364998,2.4691607684529826,8,1.2059464241813438,2.4630940343781598,1.2007340745352626,1,8,1.0024630541871922,0.04956800935344362,1,2,2436
9475,1,12,1,53,0.226415094339623,0,0.0016252080665325,416,416,695,False,0.0,0.0,0.004016041050295858,1.6706730769230769,5,0.8518675913082395,1.6682692307692308,0.8495207272199611,1,5,1.0014409221902016,0.03793212271206969,1,2,694
2672,1,7,1,53,0.132075471698113,0,0.0007710933107861,421,421,558,False,0.014598540145985401,0.0,0.003148255764749691,1.32541567695962,4,0.5733968713777369,1.32541567695962,0.5733968713777369,1,4,1.0,0.0,1,1,558
4629,1,2,1,51,0.0392156862745098,0,0.0003272982004832,234,234,252,False,0.0,0.0,0.0046022353714661405,1.0769230769230769,3,0.28205128205128205,1.0769230769230769,0.2820512820512821,1,3,1.0,0.0,1,1,252
1443,1,5,1,53,0.0943396226415094,0,0.0003682513795213,702,702,883,False,0.0,0.0,0.0017917874043230169,1.2578347578347577,4,0.5124266452011651,1.2578347578347577,0.5124266452011651,1,4,1.0,0.0,1,1,883
6846,0,300,1,91,3.2967032967033,1,0.0088485483745565,251,251,801,False,0.007272727272727273,0.0,0.012714083903430104,3.191235059760956,8,1.462439043755021,3.1633466135458166,1.4314381212607452,1,8,1.008816120906801,0.0934793930177003,1,2,794
7259,1,5,1,52,0.0961538461538462,0,0.0004158088505738,662,662,844,False,0.0,0.0,0.0019258677814185704,1.2749244712990937,3,0.5096704495113319,1.2749244712990937,0.5096704495113318,1,3,1.0,0.0,1,1,844
9839,0,600,1,134,4.47761194029851,1,0.0034228596436549,573,573,1692,False,0.0017873100983020554,0.0,0.00515336750637318,2.9528795811518322,8,1.3483412009670641,2.9424083769633507,1.344044764457365,1,8,1.00355871886121,0.05954875633694487,1,2,1686
7536,0,950,1,299,3.17725752508361,1,0.0021676401305446,903,903,2668,False,0.0011331444759206798,0.0,0.0032719776210466157,2.9545957918050942,8,1.4440999325295298,2.9435215946843853,1.4344749122577583,1,8,1.0037622272385252,0.061221506717255056,1,2,2658
5628,1,28,1,61,0.459016393442623,0,0.0010480854793584,951,951,1898,False,0.0021119324181626186,0.0,0.002098626604791459,1.9957939011566772,6,0.9824876555331915,1.9936908517350158,0.9803335046541224,1,6,1.001054852320675,0.03246135559795173,1,2,1896
3368,1,6,1,53,0.113207547169811,0,0.0003230169476812,923,923,1198,False,0.0,0.0,0.001406220471424262,1.2979414951245938,4,0.557686453806433,1.2979414951245938,0.557686453806433,1,4,1.0,0.0,1,1,1198
5218,1,284,1,80,3.55,1,0.0028389180816339,539,539,1361,False,0.0024330900243309003,0.0,0.0046846871654716874,2.5250463821892395,10,1.2442162100859036,2.510204081632653,1.2264054279680818,1,10,1.0059127864005912,0.0766669769690462,1,2,1353
5189,1,4,1,52,0.0769230769230769,0,0.0003272982004832,539,539,634,False,0.0,0.0,0.0021822863063255325,1.176252319109462,3,0.4181770441226669,1.176252319109462,0.4181770441226669,1,3,1.0,0.0,1,1,634
9838,1,231,1,85,2.71764705882353,1,0.0028389180816339,573,573,1505,False,0.002145922746781116,0.0,0.004583816842252741,2.6265270506108203,8,1.200695543647631,2.6212914485165792,1.1968692758191353,1,8,1.0019973368841544,0.044646920717174396,1,2,1502
10127,1,17,1,57,0.298245614035088,0,0.0016353647846927,556,556,1061,False,0.0039603960396039604,0.0,0.0034321463692355467,1.908273381294964,7,0.998489815107885,1.8992805755395683,0.980346173103712,1,7,1.0047348484848484,0.06864713901302817,1,2,1056
6946,1,147,1,75,1.96,1,0.0097976426927244,198,198,576,False,0.015873015873015872,0.0,0.014692378328741965,2.909090909090909,7,1.2917055446028554,2.8737373737373737,1.2549768285185012,1,7,1.0123022847100176,0.11023129546971332,1,2,569
4182,0,1000,1,418,2.39234449760766,1,0.0019408245423822,979,979,2832,False,0.0,0.0,0.0029547984695980243,2.892747701736466,8,1.3505715162526952,2.8835546475995915,1.3387923261545573,1,8,1.0031880977683316,0.056373165610520054,1,2,2823
8699,0,250,1,88,2.84090909090909,1,0.0088410099178806,248,248,786,False,0.0037174721189591076,0.0,0.012779656607700312,3.1693548387096775,9,1.4408877986446547,3.153225806451613,1.4229929546598066,1,9,1.0051150895140666,0.07133670425054399,1,2,782
7705,1,10,1,54,0.185185185185185,0,0.0009825371769957,553,553,853,False,0.006666666666666667,0.0,0.002789322747204955,1.54249547920434,5,0.7478133962812392,1.5352622061482821,0.7433397911937626,1,5,1.0047114252061249,0.06847793570670734,1,2,849
8894,1,4,1,52,0.0769230769230769,0,0.0005638709334529,414,414,511,False,0.0,0.0,0.0029813997992951995,1.2342995169082125,3,0.47210328759113296,1.2294685990338163,0.46417680261560157,1,3,1.0039292730844793,0.06256064176067057,1,2,509
1870,0,400,1,99,4.04040404040404,1,0.0056107623405797,394,394,1259,False,0.006936416184971098,0.0,0.008110232162642686,3.1954314720812182,9,1.4704809260692115,3.1624365482233503,1.4493163633592134,1,9,1.0104333868378812,0.10160970070309402,1,2,1246
9018,0,300,1,80,3.75,1,0.0063457766654201,300,300,867,False,0.007054673721340388,0.0,0.009633333333333334,2.89,7,1.3654913645522138,2.8533333333333335,1.328591568374403,1,6,1.0128504672897196,0.1126291826311257,1,2,856
6989,1,14,1,56,0.25,0,0.0037827981626618,198,198,345,False,0.0,0.0,0.008800122436486073,1.7424242424242424,5,0.8757785464617226,1.7323232323232323,0.8727442244893123,1,5,1.0058309037900874,0.07613740441516383,1,2,343
1279,1,37,1,63,0.587301587301587,0,0.0075515087651121,192,192,467,False,0.007272727272727273,0.0,0.012668185763888888,2.4322916666666665,6,1.1344964734470921,2.4010416666666665,1.0995259197781055,1,5,1.0130151843817787,0.11333926661703365,1,2,461
4342,1,16,1,56,0.285714285714286,0,0.0009214279610036,967,967,1827,False,0.0,0.0,0.0019538247161500137,1.8893485005170632,6,0.9480619154941682,1.8841778697001035,0.9479897205373482,1,6,1.0027442371020856,0.052313538064378294,1,2,1822
10118,1,132,1,77,1.71428571428571,1,0.0028389180816339,556,556,1433,False,0.002280501710376283,0.0,0.0046355002329071995,2.577338129496403,7,1.2805085969892618,2.5755395683453237,1.279210735003992,1,7,1.0006983240223464,0.026416592624829247,1,2,1432
10323,0,450,1,252,1.78571428571429,1,0.0062254130394174,415,415,1480,False,0.005633802816901409,0.0,0.008593409783713165,3.566265060240964,11,1.635397384259209,3.5373493975903614,1.6155651660122434,1,11,1.008174386920981,0.09004202529623057,1,2,1468
2360,0,500,1,495,1.01010101010101,1,0.0056107623405797,472,472,1714,False,0.008051529790660225,0.0,0.007693550703820741,3.6313559322033897,9,1.5320419050195706,3.5911016949152543,1.5127163153331469,1,9,1.0112094395280236,0.1052795706369055,1,2,1695
6620,0,500,1,93,5.37634408602151,1,0.0045240018095456,454,454,1384,False,0.002150537634408602,0.0,0.006714665528149198,3.048458149779736,9,1.4966437640997283,3.0242290748898677,1.477238076678872,1,9,1.0080116533139112,0.08914856546848549,1,2,1373
8993,0,300,1,92,3.26086956521739,1,0.0062254130394174,300,300,854,False,0.0036101083032490976,0.0,0.009488888888888889,2.8466666666666667,8,1.3177590405263357,2.8233333333333333,1.3033759583822655,1,8,1.0082644628099173,0.0905326541330853,1,2,847
10122,0,600,1,240,2.5,1,0.0036840187756266,556,556,1694,False,0.0,0.0,0.005479788830805859,3.0467625899280577,8,1.415982875880756,3.039568345323741,1.4162021715322488,1,8,1.0023668639053254,0.04859281696484688,1,2,1690
6554,1,50,1,67,0.746268656716418,0,0.0014870833593234,905,905,2122,False,0.0,0.0,0.002590885504105491,2.3447513812154694,7,1.1669659243420265,2.3403314917127074,1.1663693967484123,1,7,1.0018885741265344,0.04341667207770595,1,2,2118
6102,1,96,1,76,1.26315789473684,0,0.002417688887467,661,661,1715,False,0.0,0.0,0.003925194714834032,2.594553706505295,8,1.310576314974751,2.5869894099848714,1.3087903140384376,1,8,1.0029239766081872,0.05399469389654793,1,2,1710
8233,1,12,1,54,0.222222222222222,0,0.0015498200758019,389,389,624,False,0.00851063829787234,0.0,0.004123684088791377,1.6041131105398458,6,0.7571992416637683,1.5964010282776349,0.7548216245807187,1,6,1.0048309178743962,0.06933671543191944,1,2,621
1541,1,6,1,53,0.113207547169811,0,0.0007300865008275,372,372,473,False,0.0,0.0,0.003418025205226038,1.271505376344086,3,0.48520574559921764,1.271505376344086,0.4852057455992177,1,3,1.0,0.0,1,1,473
5279,0,700,1,144,4.86111111111111,1,0.0027022481520047,683,683,1937,False,0.0,0.0,0.004152295123786413,2.83601756954612,9,1.4098762537669116,2.8199121522693997,1.3895917191809632,1,9,1.005711318795431,0.07535714719287019,1,2,1926
4031,1,144,1,78,1.84615384615385,1,0.0060193185322878,294,294,811,False,0.007736943907156673,0.0,0.009382664630478042,2.758503401360544,9,1.3873256972046921,2.738095238095238,1.3762234301541358,1,9,1.0074534161490682,0.08601082918317399,1,2,805
1332,1,16,1,56,0.285714285714286,0,0.0007746218167741,909,909,1548,False,0.0,0.0,0.0018734546721998933,1.702970297029703,5,0.8389592144283113,1.6996699669966997,0.8358114315825222,1,5,1.0019417475728156,0.04402246232526071,1,2,1545
10400,0,400,1,84,4.76190476190476,1,0.0045240018095456,387,387,1061,False,0.005934718100890208,0.0,0.007084243067657526,2.7416020671834627,9,1.319854551847249,2.7260981912144704,1.3167244696062184,1,9,1.0056872037914693,0.07519879988738846,1,2,1055
7989,1,3,1,51,0.0588235294117647,0,0.0003272982004832,349,349,389,False,0.0,0.0,0.0031937340415924336,1.1146131805157593,3,0.34448363741284604,1.1146131805157593,0.34448363741284604,1,3,1.0,0.0,1,1,389
